eeg_id,eeg_sub_id,spectrogram_id,spectrogram_sub_id,fold1,fold2,fold3,fold4,fold5
3150314409,0,648961083,0,0,0,0,1,0
3317341506,0,1540667996,0,0,0,0,1,0
3346737270,1,565288401,1,0,0,0,1,0
3388052737,1,1847073976,1,0,0,0,1,0
3391908224,0,1153846816,0,0,0,0,1,0
3422850746,2,507738231,2,0,0,0,1,0
3484053423,1,784501415,1,0,0,0,1,0
3507682070,0,2039025783,1,0,0,0,1,0
3534315622,0,1359619855,0,0,0,0,1,0
3598065330,1,909982855,1,0,0,0,1,0
3611884678,9,1442300290,9,0,0,0,1,0
3613516769,0,807593751,0,0,0,0,1,0
3654787443,2,1488363050,18,0,0,0,1,0
3757257324,0,1996575016,3,0,0,0,1,0
4119018949,0,1442300290,19,0,0,0,1,0
4119018949,6,1442300290,25,0,0,0,1,0
4131506796,0,1105151302,6,0,0,0,1,0
4257207531,1,289661225,3,0,0,0,1,0
4277320836,0,308555986,3,0,0,0,1,0
4289552619,0,453329115,6,0,0,0,1,0
2519488763,1,6271027,1,0,0,1,0,0
3998264058,0,846087348,0,0,0,1,0,0
2648900535,6,518696643,6,0,0,1,0,0
4292843598,7,193529913,7,0,0,1,0,0
396785056,1,221814317,1,0,0,1,0,0
1802359359,2,817157879,2,0,0,1,0,0
3438443203,0,893247543,0,0,0,1,0,0
1201952827,2,139103227,2,0,1,0,0,0
1826023724,2,1150377377,2,0,1,0,0,0
4173885943,3,1996142221,3,0,1,0,0,0
2407675729,1,2045869365,1,0,0,0,0,1
3177930748,3,2045869365,5,0,0,0,0,1
48856233,0,279619614,0,0,1,0,0,0
80952273,1,36447901,1,0,1,0,0,0
103069834,0,479817940,1,0,1,0,0,0
122682258,0,912089765,9,0,1,0,0,0
130013066,0,777367952,20,0,1,0,0,0
192067839,5,500831388,58,0,1,0,0,0
192067839,15,500831388,68,0,1,0,0,0
218506510,7,500831388,46,0,1,0,0,0
222481700,6,701802948,6,0,1,0,0,0
232697910,0,797017071,0,0,1,0,0,0
245008226,6,1341980636,8,0,1,0,0,0
245008226,16,1341980636,18,0,1,0,0,0
414046051,0,411346592,0,0,1,0,0,0
427487201,0,126662493,4,0,1,0,0,0
444859476,0,1341980636,0,0,1,0,0,0
470512445,1,797017071,4,0,1,0,0,0
471094559,3,1325300734,4,0,1,0,0,0
477658182,0,622181560,0,0,1,0,0,0
532239379,2,1337995710,3,0,1,0,0,0
547755665,5,1629940207,5,0,1,0,0,0
588036793,6,1688055739,6,0,1,0,0,0
588036793,15,1688055739,15,0,1,0,0,0
611317582,1,2063623919,1,0,1,0,0,0
611317582,3,2063623919,3,0,1,0,0,0
681003737,1,777367952,17,0,1,0,0,0
693415160,3,1242667879,21,0,1,0,0,0
712017575,0,1092772271,0,0,1,0,0,0
725964402,1,1092772271,11,0,1,0,0,0
727968406,5,500831388,30,0,1,0,0,0
727968406,12,500831388,37,0,1,0,0,0
808860522,2,1706971815,4,0,1,0,0,0
813273896,0,1325300734,0,0,1,0,0,0
815573824,0,788886994,0,0,1,0,0,0
864522053,0,387273552,10,0,1,0,0,0
867375404,5,626121930,6,0,1,0,0,0
906961379,2,1706971815,8,0,1,0,0,0
918510134,0,500831388,21,0,1,0,0,0
931128577,0,777367952,22,0,1,0,0,0
1033152642,3,1092772271,6,0,1,0,0,0
1057127271,1,777367952,15,0,1,0,0,0
1103617496,0,1242667879,9,0,1,0,0,0
1104540398,0,126662493,3,0,1,0,0,0
1130454941,0,2038722283,0,0,1,0,0,0
1142923152,2,1032234818,4,0,1,0,0,0
1147626306,0,726341275,0,0,1,0,0,0
1181477461,4,337859244,4,0,1,0,0,0
1197382233,0,126662493,5,0,1,0,0,0
1317431280,6,1060959235,6,0,1,0,0,0
1339117891,0,185924007,0,0,1,0,0,0
1408741980,0,1032234818,6,0,1,0,0,0
1408741980,2,1032234818,8,0,1,0,0,0
1487486976,6,14160642,15,0,1,0,0,0
1513246321,0,626121930,0,0,1,0,0,0
1543995592,1,14160642,7,0,1,0,0,0
1579486416,0,1337995710,0,0,1,0,0,0
1637293160,1,1242667879,5,0,1,0,0,0
1671017107,3,74638367,3,0,1,0,0,0
1671017107,6,74638367,6,0,1,0,0,0
1689206386,0,1242667879,25,0,1,0,0,0
1710496407,4,1999167322,4,0,1,0,0,0
1724470363,0,1242667879,3,0,1,0,0,0
1737965414,0,1325300734,7,0,1,0,0,0
1767109996,0,1424793576,0,0,1,0,0,0
1774403974,0,797017071,1,0,1,0,0,0
1797438976,0,126662493,0,0,1,0,0,0
1802927933,2,525843162,4,0,1,0,0,0
1805451196,0,1242667879,26,0,1,0,0,0
1829787958,2,1242667879,12,0,1,0,0,0
1844155721,2,1610547838,2,0,1,0,0,0
1867023112,0,1242667879,27,0,1,0,0,0
1969968348,1,1706971815,1,0,1,0,0,0
1998239910,0,726341275,1,0,1,0,0,0
2089050857,0,1242667879,7,0,1,0,0,0
2145797344,1,525843162,1,0,1,0,0,0
2218787380,0,1242667879,16,0,1,0,0,0
2266293318,1,777367952,19,0,1,0,0,0
2276291101,0,126662493,1,0,1,0,0,0
2280075632,2,1815272676,2,0,1,0,0,0
2328603576,0,902790475,0,0,1,0,0,0
2338672716,1,797017071,6,0,1,0,0,0
2400216736,3,14160642,3,0,1,0,0,0
2428873826,0,185924007,1,0,1,0,0,0
2457491726,0,1242667879,6,0,1,0,0,0
2508460624,2,14160642,33,0,1,0,0,0
2528629741,0,942163033,1,0,1,0,0,0
2539873802,0,942163033,0,0,1,0,0,0
2540453225,0,126662493,6,0,1,0,0,0
2565523461,1,1242667879,1,0,1,0,0,0
2615213123,0,1242667879,8,0,1,0,0,0
2654424560,0,788886994,1,0,1,0,0,0
2696240174,0,777367952,21,0,1,0,0,0
2711499675,5,14160642,26,0,1,0,0,0
2711800686,0,525843162,7,0,1,0,0,0
2751992665,2,788886994,4,0,1,0,0,0
2806984226,2,797017071,9,0,1,0,0,0
2820378245,2,744022694,2,0,1,0,0,0
2833954043,0,1242667879,2,0,1,0,0,0
2839086409,0,777367952,13,0,1,0,0,0
2849485260,0,479817940,0,0,1,0,0,0
2887210026,0,1092772271,9,0,1,0,0,0
2927730806,0,797017071,2,0,1,0,0,0
2935959217,1,2038722283,2,0,1,0,0,0
2938281972,0,411346592,9,0,1,0,0,0
2980142040,0,1522927875,0,0,1,0,0,0
3075523322,0,1032234818,0,0,1,0,0,0
3107644264,4,411346592,5,0,1,0,0,0
3179277002,0,626121930,12,0,1,0,0,0
3180460609,0,1980005314,0,0,1,0,0,0
3258504615,1,1242667879,15,0,1,0,0,0
3312322340,4,1092772271,16,0,1,0,0,0
3337865142,1,1736824463,1,0,1,0,0,0
3338764000,0,1182665888,0,0,1,0,0,0
3345326191,0,126662493,2,0,1,0,0,0
3354654927,5,387273552,5,0,1,0,0,0
3392638318,0,1341980636,1,0,1,0,0,0
3406558691,3,185924007,5,0,1,0,0,0
3442694989,0,1488932354,1,0,1,0,0,0
3462889124,1,500831388,23,0,1,0,0,0
3474307679,0,387273552,11,0,1,0,0,0
3662897588,0,1242667879,17,0,1,0,0,0
3847545589,4,912089765,4,0,1,0,0,0
3862594500,4,500831388,4,0,1,0,0,0
3862594500,15,500831388,15,0,1,0,0,0
3903482381,0,1032234818,1,0,1,0,0,0
3920843178,6,1688055739,24,0,1,0,0,0
3992847387,0,525843162,6,0,1,0,0,0
4061319198,1,420570792,1,0,1,0,0,0
4106327620,0,1488932354,0,0,1,0,0,0
4209971814,6,777367952,6,0,1,0,0,0
4253823808,1,1092772271,2,0,1,0,0,0
35473474,2,1069291436,2,1,0,0,0,0
35473474,4,1069291436,4,1,0,0,0,0
35473474,8,1069291436,8,1,0,0,0,0
1020552314,2,1011561158,2,1,0,0,0,0
1020552314,5,1011561158,5,1,0,0,0,0
1020552314,10,1011561158,10,1,0,0,0,0
1759818173,2,716658372,2,1,0,0,0,0
4004681463,1,600495883,1,1,0,0,0,0
4004681463,6,600495883,6,1,0,0,0,0
4004681463,11,600495883,11,1,0,0,0,0
176788774,3,137257750,3,0,1,0,0,0
234800101,2,1002078310,2,0,1,0,0,0
441066832,1,1002731701,2,0,1,0,0,0
595018050,0,827141155,0,0,1,0,0,0
1212301377,0,532480393,0,0,1,0,0,0
1878271552,0,1002731701,0,0,1,0,0,0
3283693061,7,435244281,7,0,1,0,0,0
3330639425,0,954041539,4,0,1,0,0,0
3681279769,2,954041539,2,0,1,0,0,0
3887928630,0,1002731701,3,0,1,0,0,0
4023470956,5,1616334377,5,0,1,0,0,0
4168596134,2,1418638635,2,0,1,0,0,0
578550781,1,1632023033,7,0,0,0,1,0
1568895425,3,1632023033,3,0,0,0,1,0
286066218,3,270421534,3,0,0,0,1,0
1363433569,3,1455313497,3,0,0,0,1,0
3396086736,2,308413754,5,0,0,0,1,0
3494940029,1,308413754,1,0,0,0,1,0
2409696818,0,1147161185,0,0,0,0,1,0
2435361201,3,1173769345,3,0,0,0,1,0
5168624,1,1714949860,1,0,0,0,1,0
3021861975,3,2028972067,9,0,0,0,0,1
3177475919,2,2028972067,14,0,0,0,0,1
3811550520,3,2028972067,3,0,0,0,0,1
384325709,2,992137109,2,0,0,0,0,1
384325709,4,992137109,4,0,0,0,0,1
384325709,6,992137109,6,0,0,0,0,1
2227694250,0,328142149,0,0,0,0,0,1
2227694250,1,328142149,1,0,0,0,0,1
2227694250,3,328142149,3,0,0,0,0,1
2922563714,3,328142149,8,0,0,0,0,1
2922563714,8,328142149,13,0,0,0,0,1
2922563714,13,328142149,18,0,0,0,0,1
3039138423,0,927827189,0,0,0,0,0,1
3039138423,2,927827189,2,0,0,0,0,1
3039138423,4,927827189,4,0,0,0,0,1
3204007697,1,927827189,38,0,0,0,0,1
3226913737,2,1007135024,2,0,0,0,0,1
3226913737,4,1007135024,4,0,0,0,0,1
3236299093,6,992137109,14,0,0,0,0,1
3236299093,15,992137109,23,0,0,0,0,1
3236299093,22,992137109,30,0,0,0,0,1
3790096601,4,927827189,9,0,0,0,0,1
3790096601,13,927827189,18,0,0,0,0,1
3790096601,21,927827189,26,0,0,0,0,1
4144477250,1,927827189,30,0,0,0,0,1
4144477250,4,927827189,33,0,0,0,0,1
4144477250,6,927827189,35,0,0,0,0,1
4190468477,1,992137109,37,0,0,0,0,1
4190468477,4,992137109,40,0,0,0,0,1
616586326,0,1353251329,0,0,0,0,0,1
616586326,1,1353251329,1,0,0,0,0,1
2410286101,0,1323229719,0,0,0,0,0,1
3515180734,0,1310118773,0,0,0,0,0,1
1285656257,0,2116605924,0,0,0,0,1,0
1308720600,14,140955886,14,0,0,0,1,0
3146679589,13,709328958,13,0,0,0,1,0
418959591,4,783538369,5,1,0,0,0,0
537928490,2,1674991774,2,1,0,0,0,0
683763394,0,2048105141,6,1,0,0,0,0
1288504446,3,2048105141,3,1,0,0,0,0
1296106915,2,424859849,2,1,0,0,0,0
1296106915,6,424859849,6,1,0,0,0,0
1483846032,3,1810956063,3,1,0,0,0,0
2112167039,1,830161019,1,1,0,0,0,0
2381407426,4,1865741408,4,1,0,0,0,0
2745640762,1,724510337,1,1,0,0,0,0
2764431241,2,712664350,2,1,0,0,0,0
2776422645,0,783538369,0,1,0,0,0,0
936283997,1,1119143423,1,0,0,0,1,0
1906329250,0,976316119,0,0,0,0,1,0
2494116653,0,976316119,1,0,0,0,1,0
1171615117,0,821534386,0,0,0,1,0,0
1171615117,1,821534386,1,0,0,1,0,0
1198459412,2,1017927461,2,0,0,1,0,0
1803161091,3,535077560,3,0,0,1,0,0
1947852312,6,341474857,6,0,0,1,0,0
2009555388,0,1033733048,0,1,0,0,0,0
2009555388,1,1033733048,1,1,0,0,0,0
2009555388,3,1033733048,3,1,0,0,0,0
2648368617,5,260834767,5,1,0,0,0,0
2682050015,1,162960739,1,1,0,0,0,0
2682050015,2,162960739,2,1,0,0,0,0
2682050015,4,162960739,4,1,0,0,0,0
3399913366,1,2096949441,1,1,0,0,0,0
3399913366,2,2096949441,2,1,0,0,0,0
2217809891,4,1039989262,4,0,1,0,0,0
589115759,0,2041004827,0,0,1,0,0,0
3172577040,0,20031028,0,0,1,0,0,0
3801987318,11,291489327,11,0,1,0,0,0
3984007418,0,540805089,0,0,1,0,0,0
75373657,11,38412976,11,0,0,0,0,1
1753078846,0,72719427,0,0,0,0,0,1
3597554805,2,368785847,2,0,0,0,0,1
371189439,1,1047655139,1,0,0,0,1,0
371189439,3,1047655139,3,0,0,0,1,0
371189439,6,1047655139,6,0,0,0,1,0
954390588,1,1171677788,1,0,0,0,1,0
2260352104,0,481673025,0,0,0,0,1,0
2260352104,1,481673025,1,0,0,0,1,0
3872468069,0,1171677788,2,0,0,0,1,0
32472849,5,787989188,5,0,1,0,0,0
705962036,1,1240941687,1,0,1,0,0,0
1114050861,0,1451455016,0,0,1,0,0,0
2179124076,12,1934015935,12,0,1,0,0,0
857424984,4,1480539395,4,0,0,0,1,0
876555825,1,2079265651,1,0,0,0,1,0
876555825,3,2079265651,3,0,0,0,1,0
876555825,7,2079265651,7,0,0,0,1,0
1588665723,5,1490474482,5,0,0,0,0,1
3566016882,4,935343920,4,0,0,0,0,1
3017260626,3,1373237175,8,0,1,0,0,0
3791189592,2,1373237175,2,0,1,0,0,0
208500499,1,1115772665,1,0,1,0,0,0
931788015,0,714209708,3,0,1,0,0,0
931788015,2,714209708,5,0,1,0,0,0
931788015,10,714209708,13,0,1,0,0,0
1744986666,1,835663033,1,0,1,0,0,0
2152150682,0,714209708,0,0,1,0,0,0
3035279927,2,1399207426,2,0,1,0,0,0
3156495097,1,714209708,2,0,1,0,0,0
3732288519,5,792733721,5,0,1,0,0,0
3732288519,10,792733721,10,0,1,0,0,0
3732288519,19,792733721,19,0,1,0,0,0
3732288519,28,792733721,28,0,1,0,0,0
3732288519,38,792733721,38,0,1,0,0,0
4274237429,0,714209708,20,0,1,0,0,0
440604433,2,334082469,2,1,0,0,0,0
743634111,1,1119228376,1,0,0,0,0,1
743634111,6,1119228376,6,0,0,0,0,1
743634111,10,1119228376,10,0,0,0,0,1
565889156,0,1451140480,0,0,0,0,0,1
1049785745,1,597932312,1,0,0,0,0,1
1945671510,1,1713490998,1,0,0,0,0,1
2204071630,1,783265857,1,0,0,0,0,1
2259213807,0,420529892,0,0,0,0,0,1
2508336379,0,710175151,0,0,0,0,0,1
163087286,2,860508864,2,0,1,0,0,0
2781722035,14,867967814,14,0,1,0,0,0
1120623242,0,1681141111,0,0,0,1,0,0
1985039471,0,996774307,0,0,0,1,0,0
1179705623,3,412625587,4,0,0,0,0,1
1938888262,0,412625587,0,0,0,0,0,1
362081875,3,220540053,7,0,0,1,0,0
905984213,0,1993256633,0,0,0,1,0,0
1895149480,2,220540053,2,0,0,1,0,0
552439943,0,1184881303,0,1,0,0,0,0
3026625973,4,987186446,4,1,0,0,0,0
2160889709,4,2017726368,4,1,0,0,0,0
2993584142,6,2009819018,6,1,0,0,0,0
1035494544,4,1597299455,4,0,0,0,1,0
357731950,1,998071367,2,0,0,1,0,0
620236998,9,1118150020,20,0,0,1,0,0
620236998,48,1118150020,59,0,0,1,0,0
771657376,0,404311364,14,0,0,1,0,0
827777935,1,1901093515,1,0,0,1,0,0
893864755,3,4367732,3,0,0,1,0,0
918762139,4,2076753074,4,0,0,1,0,0
1470287332,17,37007296,17,0,0,1,0,0
1529043227,2,1189644677,2,0,0,1,0,0
1529043227,6,1189644677,6,0,0,1,0,0
1529043227,21,1189644677,21,0,0,1,0,0
1573659128,12,2059318274,30,0,0,1,0,0
1680306608,3,772884793,3,0,0,1,0,0
1774560837,1,306670787,5,0,0,1,0,0
2012598758,0,998071367,0,0,0,1,0,0
2205972865,1,2139201125,1,0,0,1,0,0
2218097075,2,382727876,2,0,0,1,0,0
2244466198,1,998071367,5,0,0,1,0,0
2323415685,4,1348352050,4,0,0,1,0,0
2337896797,2,306670787,2,0,0,1,0,0
2503979556,9,2059318274,9,0,0,1,0,0
2653148053,3,107942603,3,0,0,1,0,0
2793115285,3,1584096562,3,0,0,1,0,0
2867990110,7,404311364,7,0,0,1,0,0
3056414464,0,382727876,5,0,0,1,0,0
3105693830,4,1066187081,4,0,0,1,0,0
3112788253,4,730424427,4,0,0,1,0,0
3173229120,2,2112883244,2,0,0,1,0,0
3326384179,1,1548315660,1,0,0,1,0,0
3578630246,2,269371321,2,0,0,1,0,0
3603906912,5,1118150020,5,0,0,1,0,0
1648429038,0,501332755,0,1,0,0,0,0
